,0,1,prob_ratio
dalai lama,0.0004985053121454775,0.00038035281002032906,1.3106392249838603
it will,0.001376272140840172,0.0010507064215504109,1.3098541253886693
support for,0.0006309984183635445,0.00048236314220968915,1.3081397875321945
victim of,0.0006309984183635445,0.00048236314220968915,1.3081397875321945
the biggest,0.0007634915245816115,0.0005843734743990496,1.3065129716347255
while the,0.00038257384420466883,0.00029291538242944844,1.306089973942613
militant in,0.00038257384420466883,0.00029291538242944844,1.306089973942613
the whole,0.00038257384420466883,0.00029291538242944844,1.306089973942613
time for,0.00038257384420466883,0.00029291538242944844,1.306089973942613
of her,0.00038257384420466883,0.00029291538242944844,1.306089973942613
a massive,0.0005150669504227355,0.000394925714618809,1.3042122388001234
a country,0.0005150669504227355,0.000394925714618809,1.3042122388001234
member of,0.001806874736048889,0.0013858832273154515,1.3037712705051825
are not,0.0010616010135722621,0.0008175399479747304,1.298531057964981
when the,0.0005316285886999945,0.0004094986192172892,1.2982426893554442
brink of,0.00039913548248192725,0.0003074882870279288,1.2980510130640335
a second,0.00039913548248192725,0.0003074882870279288,1.2980510130640335
by u,0.0008131764394133863,0.0006280921881944893,1.2946768877207966
of human,0.0006806833331953192,0.0005260818560051296,1.2938734256379336
to do,0.0009622311839087124,0.0007446754249823298,1.2921484335696252
the top,0.00041569712075918556,0.0003220611916264087,1.2907395599572724
there is,0.0012603406728993632,0.0009778418985580107,1.2889002555095497
the north,0.0005647518652545109,0.0004386444284142493,1.2874935338769824
than a,0.000713806609749836,0.0005552276652020895,1.285610668355345
on tuesday,0.0011444092049585546,0.0008904044709671304,1.2852689336965388
south african,0.0008628613542451617,0.0006718109019899297,1.2843812919518471
to help,0.0018731212891579237,0.0014587477503078513,1.2840611330935208
world is,0.00043225875903644387,0.00033663409622488905,1.2840611330935194
asylum seeker,0.00043225875903644387,0.00033663409622488905,1.2840611330935194
to run,0.00043225875903644387,0.00033663409622488905,1.2840611330935194
to defend,0.00043225875903644387,0.00033663409622488905,1.2840611330935194
close to,0.0005813135035317694,0.000453217333012729,1.2826374041511839
is no,0.0008794229925224201,0.0006863838065884096,1.2812408802204835
to kill,0.0011940941197903295,0.0009341231847625702,1.278304766724998
with u,0.0005978751418090278,0.0004677902376112095,1.2780838370251213
have no,0.0005978751418090278,0.0004677902376112095,1.2780838370251213
from their,0.0004488203973137022,0.0003512070008233691,1.2779369325255145
case of,0.0007634915245816115,0.0005989463789975293,1.2747243348552926
called for,0.00046538203559096076,0.0003657799054218491,1.2723007160665152
world news,0.00046538203559096076,0.0003657799054218491,1.2723007160665152
five year,0.0007800531628588697,0.0006135192835960099,1.271440334013232
much a,0.00031632729109563537,0.0002491966686340085,1.2693881215571972
to drop,0.00031632729109563537,0.0002491966686340085,1.2693881215571972
way to,0.0007966148011361281,0.0006280921881944893,1.2683087230014325
a police,0.000481943673868219,0.00038035281002032906,1.2670963935890474
million people,0.0006475600566408028,0.0005115089514066495,1.2659799107327698
of child,0.0008131764394133863,0.0006426650927929697,1.2653191351647688
a small,0.00033288892937289314,0.0002637695732324887,1.2620444628747305
the catholic,0.00033288892937289314,0.0002637695732324887,1.2620444628747305
oil price,0.00033288892937289314,0.0002637695732324887,1.2620444628747305
of global,0.00033288892937289314,0.0002637695732324887,1.2620444628747305
had to,0.00033288892937289314,0.0002637695732324887,1.2620444628747305
for not,0.00033288892937289314,0.0002637695732324887,1.2620444628747305
that would,0.0008462997159679032,0.0006718109019899297,1.2597290598606408
a many,0.0005150669504227355,0.0004094986192172892,1.2577989918677341
the only,0.0008628613542451617,0.0006863838065884096,1.2571120500845046
a threat,0.0003494505676501519,0.0002783424778309689,1.2554697736878138
to vote,0.0003494505676501519,0.0002783424778309689,1.2554697736878138
of american,0.0003494505676501519,0.0002783424778309689,1.2554697736878138
president barack,0.0003494505676501519,0.0002783424778309689,1.2554697736878138
on u,0.0005316285886999945,0.0004240715238157692,1.2536295385184875
life in,0.0005481902269772524,0.0004386444284142493,1.2497371252588887
of canada,0.0003660122059274101,0.00029291538242944844,1.2495492824299446
picture of,0.0005647518652545109,0.000453217333012729,1.2460950279645402
living in,0.0005647518652545109,0.000453217333012729,1.2460950279645402
world most,0.0005647518652545109,0.000453217333012729,1.2460950279645402
can not,0.0011444092049585546,0.0009195502801640907,1.2445314080643186
government official,0.00038257384420466883,0.0003074882870279288,1.244189975177559
korea ha,0.00038257384420466883,0.0003074882870279288,1.244189975177559
that we,0.00038257384420466883,0.0003074882870279288,1.244189975177559
